time (days),0.15,0.3,0.45,0.6,0.75,0.9,1.05
0.0625,0.011855606875901857,0.014549958114155997,0.014651986754875503,0.015365756946725609,0.014500371378134513,0.013839992348669517,0.013452485751655661
0.125,0.011643209766631439,0.014368798719452692,0.013833580100047337,0.015082953648954296,0.013503875075092845,0.01268268663831243,0.012645660163174692
0.25,0.011272041119007613,0.013879185000062987,0.012921356597323854,0.013456895061905024,0.012510887709434525,0.012219032165609274,0.012110998880019291
0.5,0.011015864740501995,0.013804664398909691,0.012551238923270308,0.012922194095079229,0.011686893605257357,0.011564414657746975,0.011216479975684979
1.0,0.010676826807166065,0.013330873849148,0.012350815395606942,0.012390896402019588,0.010859996412332804,0.01120593469721788,0.010675265869345175
1.5,0.010321004973032401,0.013330873849148,0.011776636257815611,0.011880239427897205,0.010450937009246911,0.010534295347499487,0.010268413127058267
2.0,0.010321004973032401,0.013092682767965554,0.01127176597840534,0.011449761714860458,0.010150467758354804,0.010129597080949045,0.00987788158818433
3.0,0.009998953124127687,0.012578273847832446,0.010698238405421346,0.010957212841618574,0.009732970083312241,0.009781256839457167,0.009838258063713716
5.0,0.009743045277352525,0.011485498186302479,0.010354890722371838,0.010358285867743771,0.00893965851401748,0.009342790375619133,0.009444319507109574
10.0,0.008993044919502346,0.011069841206587107,0.009894613840179804,0.00989465933574507,0.008504898866768654,0.009095264193671371,0.009199104302191117
15.0,0.008533166768103617,0.010890147745507358,0.00942172658550698,0.00939087319041817,0.008061522633475695,0.0090664573833891,0.009170540982085487
20.0,0.008030692582640504,0.010573954019877159,0.009406622681788013,0.009372764412080946,0.008042466557173862,0.008370302544697608,0.008459606737706387
